source,target,weight,connection_type
RMED,GLRDR,1.0,electrical
RMED,GLRDL,1.0,electrical
RMED,IL2DR,1.0,chemical
AVM,BDUR,4.0,chemical
AVM,ALMR,1.0,electrical
PVQL,ASJL,15.0,chemical
PVQL,PHAL,2.0,chemical
PVQL,PHAR,2.0,chemical
BDUR,ALMR,6.0,chemical
BDUR,SDQL,1.0,chemical
BDUR,URADR,1.0,chemical
IL1DR,URADR,1.0,chemical
IL1DR,IL1R,1.0,electrical
IL1DR,IL2DR,7.0,chemical
IL1R,IL1VR,2.0,mixed
IL1R,URBR,3.0,chemical
IL1R,URAVR,1.0,chemical
URADR,IL2DR,3.0,chemical
IL1VR,IL2VR,7.0,chemical
DB2,DB1,1.0,electrical
DB2,DD2,2.0,chemical
DB2,VD4,14.0,chemical
DB2,VD5,1.0,chemical
ASEL,AWCR,2.0,chemical
ASEL,AINR,1.0,chemical
ASEL,AWAL,4.0,chemical
ASEL,ASIR,2.0,chemical
ASEL,AWCL,5.0,chemical
ASEL,AINL,3.0,chemical
AINR,AFDL,5.0,chemical
AINR,AFDR,1.0,chemical
AINR,AINL,2.0,electrical
AINR,ASGL,2.0,mixed
IL2VL,URAVL,3.0,chemical
AFDR,AFDL,1.0,electrical
AFDR,AINL,5.0,chemical
AINL,ASGR,1.0,electrical
ASGR,AWCR,1.0,chemical
ASGR,AIMR,2.0,chemical
AWBL,ADLL,2.0,chemical
AWBL,AWAL,1.0,chemical
DD2,VD4,2.0,electrical
DD2,DD3,2.0,electrical
DD2,VC2,4.0,chemical
DD2,VB4,6.0,chemical
DD2,VC1,6.0,chemical
ADLL,ADLR,1.0,electrical
ADLR,AWCR,3.0,chemical
AWCR,AWCL,6.0,chemical
AWCR,ASIL,2.0,chemical
AWCR,ASIR,2.0,chemical
ASGL,AWAL,1.0,chemical
ASIL,ASIR,1.0,electrical
ASIL,AWCL,2.0,chemical
AWAL,AFDL,5.0,chemical
AWCL,ASIR,1.0,chemical
VB4,VD5,2.0,chemical
VB4,DB1,1.0,electrical
VB4,DD3,16.0,chemical
ASJR,AIMR,2.0,chemical
ASJR,ASJL,1.0,electrical
VC5,VC4,2.0,mixed
VC4,VC1,1.0,chemical
PHBR,PHAL,5.0,chemical
PHBR,PHBL,4.0,mixed
PHBR,PHAR,5.0,chemical
VC2,DD3,9.0,chemical
VC2,VC1,10.0,mixed
VC2,VD4,5.0,chemical
VC2,VD5,5.0,chemical
VC2,VD6,1.0,chemical
VD4,VD5,1.0,electrical
VD4,VC1,2.0,chemical
DD3,DD4,1.0,electrical
DD3,VC1,6.0,chemical
VD6,VD5,2.0,electrical
VD6,VD7,1.0,electrical
VD6,VC1,1.0,chemical
VD5,VC1,5.0,chemical
PVDL,DD5,1.0,chemical
PVDL,VD10,1.0,chemical
PVDL,PVDR,1.0,chemical
IL2VR,URAVR,4.0,chemical
PHBL,PHAL,5.0,chemical
PHBL,PHAR,1.0,chemical
PHCL,PHCR,1.0,electrical
PHCL,PLML,1.0,electrical
DD4,VD8,2.0,mixed
DD5,VD9,1.0,chemical
DD5,VD10,1.0,electrical
VD9,VD10,5.0,electrical
PHAL,PHAR,8.0,mixed
I5,I4,2.0,chemical
I5,M1,1.0,chemical
I5,M3L,2.0,chemical
I5,M3R,2.0,chemical
I5,M4,9.0,chemical
I5,M5,3.0,mixed
I5,NSML,2.0,chemical
I5,NSMR,2.0,chemical
I5,I1R,1.0,electrical
I5,MI,2.0,electrical
M2L,I3,2.0,mixed
M2L,M4,1.0,electrical
M2L,M5,2.0,electrical
M2L,MCL,2.0,electrical
M2L,MCR,2.0,electrical
M2L,MI,3.0,mixed
M2L,pm4,4.0,chemical
M2L,M2R,1.0,electrical
M2L,I1R,2.0,chemical
M2R,I3,2.0,mixed
M2R,M3L,1.0,electrical
M2R,M3R,1.0,electrical
M2R,M4,1.0,electrical
M2R,M5,2.0,electrical
M2R,MCL,2.0,electrical
M2R,MCR,2.0,electrical
M2R,MI,3.0,mixed
M2R,pm4,5.0,chemical
M2R,I1R,2.0,chemical
M3L,MCR,1.0,electrical
M3L,pm4,4.0,chemical
M3L,M3R,1.0,electrical
M3L,MCL,1.0,electrical
M3L,NSMR,1.0,chemical
M3L,I1R,2.0,chemical
M3L,I4,3.0,chemical
M3L,I3,1.0,chemical
M3L,MI,1.0,electrical
M3R,MCL,1.0,electrical
M3R,MCR,1.0,electrical
M3R,MI,2.0,mixed
M3R,pm4,4.0,chemical
M3R,NSMR,1.0,chemical
M3R,I1R,2.0,chemical
M3R,I4,3.0,chemical
M3R,I3,1.0,chemical
MCL,I1R,2.0,chemical
MCL,I3,1.0,chemical
MCL,MI,2.0,electrical
MCR,I1R,2.0,chemical
MCR,I3,1.0,chemical
MCR,MI,2.0,electrical
NSML,I6,2.0,chemical
NSML,I1R,1.0,chemical
NSML,I2L,3.0,chemical
NSML,I4,2.0,chemical
NSML,I2R,3.0,chemical
NSML,I3,1.0,chemical
NSMR,I6,2.0,chemical
NSMR,I1R,1.0,chemical
NSMR,I2L,3.0,chemical
NSMR,I4,2.0,chemical
NSMR,I2R,3.0,chemical
NSMR,I3,1.0,chemical
I4,I2L,1.0,chemical
I4,M1,1.0,electrical
I4,MI,1.0,electrical
I4,I2R,1.0,chemical
M1,I2L,4.0,mixed
M1,I2R,4.0,mixed
M1,I3,1.0,electrical
M1,MI,2.0,mixed
M1,pm1,8.0,chemical
M1,M4,1.0,chemical
M1,M5,1.0,chemical
M4,I6,2.0,mixed
M4,M5,1.0,electrical
M5,I6,2.0,electrical
I3,I1R,1.0,chemical
I3,MI,1.0,electrical
MI,I1R,1.0,electrical
MI,pm4,4.0,chemical
I6,I2L,1.0,chemical
I6,I2R,1.0,chemical
I1R,I2L,1.0,electrical
I1R,I2R,1.0,electrical
